responder_id,birth_year,gender,industry_desc,occupation_desc,manage_others,household,years_at_job,metro_or_regional
306,1960,Female,Other,Managers,Yes,Couple with no dependent children,More than 5 years,Metro
307,1963,Male,Other,Managers,Yes,Couple with no dependent children,More than 5 years,Metro
308,1977,Male,Financial and Insurance Services,Professionals,Yes,Couple with dependent children,Between 1 and 5 years,Metro
309,1986,Male,Retail Trade,Managers,Yes,Group household,Between 1 and 5 years,Metro
310,1987,Female,Information Media and Telecommunications,Professionals,No,Couple with no dependent children,More than 5 years,Metro
311,1961,Male,Other,Professionals,Yes,Couple with no dependent children,More than 5 years,Regional
312,1985,Male,"Professional, Scientific and Technical Services",Professionals,No,Couple with dependent children,More than 5 years,Metro
313,1962,Male,Other,Professionals,No,Couple with dependent children,Between 1 and 5 years,Metro
314,1990,Rather not say,"Professional, Scientific and Technical Services",Clerical and administrative ,No,Other one family household,Between 1 and 5 years,Metro
315,1989,Female,Financial and Insurance Services,Managers,Yes,Couple with no dependent children,More than 5 years,Metro
316,1984,Male,Financial and Insurance Services,Professionals,No,Couple with dependent children,Between 1 and 5 years,Metro
317,1985,Female,"Professional, Scientific and Technical Services",Professionals,No,Single person,Between 1 and 5 years,Metro
318,1990,Female,Other Services,Managers,Yes,Multiple family household,Between 1 and 5 years,Metro
319,1963,Female,Other,Professionals,No,Couple with dependent children,More than 5 years,Metro
320,1957,Male,Education and Training,Professionals,No,Couple with no dependent children,More than 5 years,Metro
321,1963,Female,"Professional, Scientific and Technical Services",Clerical and administrative ,No,Couple with dependent children,More than 5 years,Metro
322,1970,Male,Other,Managers,Yes,Couple with dependent children,More than 5 years,Metro
323,1958,Female,Education and Training,Professionals,No,Couple with no dependent children,More than 5 years,Metro
324,1959,Male,Other,Professionals,Yes,Couple with dependent children,More than 5 years,Metro
325,1971,Male,Other,Managers,Yes,Couple with dependent children,More than 5 years,Metro
326,1961,Female,Other Services,Clerical and administrative ,No,Couple with no dependent children,More than 5 years,Metro
327,1962,Male,Other,Other,Yes,Couple with no dependent children,More than 5 years,Metro
328,1986,Female,"Professional, Scientific and Technical Services",Managers,Yes,Couple with dependent children,Between 1 and 5 years,Metro
329,1959,Female,Other,Professionals,Yes,Couple with no dependent children,Between 6 and 12 months,Metro
330,1987,Male,Other Services,Professionals,No,Other one family household,More than 5 years,Metro
331,1972,Male,Health Care and Social Assistance,Managers,Yes,Couple with dependent children,Between 1 and 5 years,Metro
332,1968,Female,Other,Clerical and administrative ,No,Couple with dependent children,More than 5 years,Metro
333,1975,Male,Other,Managers,Yes,Couple with dependent children,More than 5 years,Metro
334,1969,Male,Financial and Insurance Services,Managers,Yes,Couple with dependent children,More than 5 years,Metro
335,1959,Male,Other Services,Other,Yes,Couple with dependent children,Between 6 and 12 months,Metro
336,1964,Male,Other Services,Managers,Yes,Couple with no dependent children,More than 5 years,Metro
337,1965,Male,"Professional, Scientific and Technical Services",Managers,Yes,Couple with no dependent children,More than 5 years,Regional
338,1972,Male,"Professional, Scientific and Technical Services",Managers,Yes,Couple with dependent children,Between 1 and 5 years,Metro
339,1990,Male,Other,Other,No,Couple with no dependent children,Between 1 and 5 years,Metro
340,1957,Male,Education and Training,Managers,Yes,Single person,More than 5 years,Regional
341,1965,Male,Other,Managers,No,Couple with no dependent children,More than 5 years,Metro
342,1978,Male,Information Media and Telecommunications,Managers,Yes,Couple with no dependent children,More than 5 years,Metro
343,1972,Female,Other,Professionals,No,Couple with dependent children,Between 6 and 12 months,Metro
344,1972,Male,Information Media and Telecommunications,Other,No,Single person,More than 5 years,Regional
345,1969,Male,Other Services,Managers,Yes,Single person,Between 6 and 12 months,Metro
346,1963,Female,Financial and Insurance Services,Clerical and administrative ,Yes,One  parent family with dependent children,Between 1 and 5 years,Metro
347,1975,Male,Other,Managers,Yes,Single person,More than 5 years,Metro
348,1965,Male,Other,Managers,Yes,Couple with dependent children,More than 5 years,Metro
349,1967,Male,Health Care and Social Assistance,Managers,No,Single person,More than 5 years,Metro
350,1997,Female,Health Care and Social Assistance,Sales ,No,One  parent family with dependent children,Between 1 and 5 years,Metro
351,1990,Male,Other,Other,Yes,One  parent family with dependent children,Between 6 and 12 months,Regional
352,1962,Male,Other,Other,Yes,Single person,More than 5 years,Regional
353,1978,Female,Other,Managers,Yes,Couple with dependent children,Between 1 and 5 years,Metro
354,1984,Female,Health Care and Social Assistance,Managers,Yes,Couple with no dependent children,Between 1 and 5 years,Metro
355,1961,Male,"Professional, Scientific and Technical Services",Professionals,Yes,Couple with dependent children,More than 5 years,Metro
356,1958,Male,"Professional, Scientific and Technical Services",Managers,Yes,Couple with no dependent children,More than 5 years,Metro
357,1969,Male,Health Care and Social Assistance,Managers,Yes,Couple with no dependent children,More than 5 years,Metro
358,1971,Male,"Professional, Scientific and Technical Services",Managers,Yes,Couple with no dependent children,More than 5 years,Metro
359,1972,Female,Information Media and Telecommunications,Sales ,No,Single person,More than 5 years,Metro
360,1979,Female,"Professional, Scientific and Technical Services",Professionals,No,Couple with dependent children,More than 5 years,Regional
361,1966,Female,Information Media and Telecommunications,Clerical and administrative ,No,Single person,More than 5 years,Metro
362,1959,Female,Other,Managers,Yes,Single person,More than 5 years,Regional
363,1995,Male,Education and Training,Professionals,Yes,Couple with no dependent children,Between 1 and 5 years,Metro
364,1983,Female,Information Media and Telecommunications,Professionals,Yes,Couple with dependent children,Between 1 and 5 years,Metro
365,1968,Male,Other,Managers,Yes,Couple with dependent children,More than 5 years,Metro
366,1966,Male,Other,Managers,Yes,Couple with dependent children,More than 5 years,Metro
367,1969,Male,"Professional, Scientific and Technical Services",Professionals,Yes,Couple with no dependent children,More than 5 years,Metro
368,1966,Male,Other,Managers,Yes,Couple with no dependent children,Between 1 and 5 years,Metro
369,1964,Female,Other,Professionals,No,Multiple family household,More than 5 years,Regional
370,1969,Male,"Professional, Scientific and Technical Services",Professionals,No,Couple with dependent children,More than 5 years,Metro
371,1981,Male,Other Services,Sales ,No,Couple with no dependent children,Between 1 and 5 years,Metro
372,1970,Female,Other,Clerical and administrative ,No,Couple with no dependent children,Between 1 and 5 years,Metro
373,1970,Male,"Professional, Scientific and Technical Services",Professionals,No,Couple with dependent children,More than 5 years,Metro
374,1957,Male,Health Care and Social Assistance,Clerical and administrative ,No,Couple with dependent children,Between 1 and 5 years,Regional
375,1966,Male,"Professional, Scientific and Technical Services",Managers,Yes,Couple with no dependent children,More than 5 years,Regional
376,1969,Male,"Professional, Scientific and Technical Services",Professionals,No,Couple with dependent children,Between 1 and 5 years,Metro
377,1989,Female,Other,Managers,No,Group household,More than 5 years,Metro
378,1966,Female,Information Media and Telecommunications,Managers,Yes,Couple with no dependent children,More than 5 years,Metro
379,1985,Male,Health Care and Social Assistance,Managers,Yes,Couple with no dependent children,Between 1 and 5 years,Metro
380,1988,Male,Other,Professionals,No,Group household,More than 5 years,Metro
381,1974,Female,Other,Professionals,No,Couple with no dependent children,More than 5 years,Metro
382,1972,Male,"Professional, Scientific and Technical Services",Professionals,Yes,One  parent family with dependent children,More than 5 years,Metro
383,1957,Male,Financial and Insurance Services,Managers,No,Couple with no dependent children,More than 5 years,Metro
384,1966,Male,Health Care and Social Assistance,Managers,Yes,Single person,More than 5 years,Metro
385,1956,Male,"Professional, Scientific and Technical Services",Professionals,No,Couple with no dependent children,More than 5 years,Metro
386,1989,Female,Other,Professionals,Yes,Group household,Between 6 and 12 months,Metro
387,1974,Female,Health Care and Social Assistance,Professionals,No,Couple with dependent children,More than 5 years,Metro
388,1968,Female,Education and Training,Professionals,No,Couple with no dependent children,More than 5 years,Metro
389,1966,Female,"Professional, Scientific and Technical Services",Clerical and administrative ,No,Couple with dependent children,More than 5 years,Metro
390,1960,Male,Health Care and Social Assistance,Professionals,No,Couple with no dependent children,More than 5 years,Metro
391,1963,Female,Education and Training,Managers,Yes,Couple with no dependent children,More than 5 years,Metro
392,1983,Female,Information Media and Telecommunications,Professionals,No,Couple with dependent children,More than 5 years,Metro
393,1957,Male,"Professional, Scientific and Technical Services",Professionals,Yes,Single person,Between 1 and 5 years,Metro
394,1985,Male,Financial and Insurance Services,Sales ,No,Couple with no dependent children,More than 5 years,Metro
395,1961,Male,Education and Training,Professionals,Yes,Couple with no dependent children,Between 1 and 5 years,Metro
396,1988,Male,"Professional, Scientific and Technical Services",Sales ,No,Group household,Between 1 and 5 years,Metro
397,1996,Male,Information Media and Telecommunications,Professionals,No,Couple with dependent children,Between 1 and 5 years,Metro
398,1958,Male,Other,Managers,Yes,Couple with no dependent children,More than 5 years,Metro
399,1977,Female,"Professional, Scientific and Technical Services",Professionals,No,Single person,More than 5 years,Regional
400,1983,Male,Other,Other,Yes,Couple with dependent children,Between 6 and 12 months,Metro
401,1968,Female,Other,Professionals,Yes,Couple with no dependent children,Between 1 and 5 years,Metro
402,1982,Male,Financial and Insurance Services,Professionals,No,Couple with dependent children,Between 1 and 5 years,Metro
403,1970,Female,Retail Trade,Clerical and administrative ,No,Couple with dependent children,More than 5 years,Metro
404,1968,Male,Retail Trade,Managers,Yes,One  parent family with dependent children,More than 5 years,Metro
